doc_id,assignee,year,legal_status,hybrid,wear_hits,title,wear_snippet
WO2015130286A1,MICHELIN & CIE,2014,DEAD,0,1,IMPROVED BODY PLY SHAPE FOR A TIRE,
WO2004018237A1,MICHELIN RESEARCH & TECHNOLOGY CO LTD,2002,DEAD,0,1,TYRE FOR TWO-WHEELED VEHICLES,
US20050217783A1,MICHELIN RESEARCH & TECHNOLOGY CO LTD,2002,DEAD,0,1,Tire for two-wheeled vehicle,
WO2014084370A1,YOKOHAMA RUBBER CO LTD,2012,DEAD,0,1,PNEUMATIC TIRE,
WO2020122239A1,BRIDGESTONE CORP,2018,DEAD,0,1,TIRE,
KR20010080337A,PIRELLI TYRE SPA,1998,DEAD,0,1,TIRE AND METHOD OF MAKING SAME,
CN112440626A,"ANHUI GITI RADIAL TIRE CO LTD (HEFEI CITY, CN)",2020,ALIVE,0,1,All-steel radial tire,
WO2001072535A1,BRIDGESTONE FIRESTONE INC,2000,DEAD,0,1,EXPANDABLE BAND FOR RUN FLAT TIRE AND METHOD OF MAKING,
FR3014745A1,MICHELIN & CIE,2013,DEAD,0,1,PNEUMATIC TOP REINFORCING FOR HEAVY VEHICLE TYPE GENIE CIVIL,
EP4289634A1,SUMITOMO RUBBER IND LTD,2022,ALIVE,0,1,TIRE,
KR20200117730A,NEXEN TIRE CORP,2019,ALIVE,0,1,Tire and method of manufacturing the tire,
AU4785296A,MICHELIN & CIE,1995,DEAD,0,1,Radial tyre crown reinforcement,"PROBLEM BEING SOLVED
The invention addresses the issue of premature wear and reduced tire life in heavy vehicle tires, particularly those used for medium or large tonnage vehicles."
US4739814A,MILLIKEN IND LTD,1983,DEAD,0,1,Radial tire,
EP0816130A1,SUMITOMO RUBBER IND LTD,1996,DEAD,0,1,Pneumatic tyre,
JPS592908A,YOKOHAMA RUBBER CO LTD,1982,DEAD,0,1,PNEUMATIC TYRE,
US6244315B1,PIRELLI SPA,1998,DEAD,0,1,Tyre with high transverse curvature coefficient in particular for a two-wheeled vehicle,
WO2011046195A1,YOKOHAMA RUBBER CO LTD,2009,DEAD,0,1,PNEUMATIC TIRE,
CN112428751B,"ANHUI GITI RADIAL TIRE CO LTD (HEFEI CITY, CN)",2020,ALIVE,0,1,Low-flat wide-base all-steel radial tire,
CN118401378A,YOKOHAMA RUBBER CO LTD,2021,ALIVE,0,1,Pneumatic tire,
CN114407582A,ANHUI JIATONG PASSENGER RADIAL TIRE LTD,2021,ALIVE,0,1,Pneumatic tire capable of balancing rigidity of tire pattern,
JPS59216704A,YOKOHAMA RUBBER CO LTD,1983,DEAD,0,1,PNEUMATIC RADIAL TIRE,"The smooth splice portion ensures consistent tire structure, enhancing ride comfort and reducing the risk of uneven wear."
US11642917B2,MICHELIN & CIE,2016,ALIVE,0,1,Tire comprising working layers having an improved architecture,
GB930118A,SEMPERIT AG HOLDING,1959,DEAD,0,1,Process for the manufacture of hard rubber vulcanizates and articles made thereof,
EP3210797A1,SUMITOMO RUBBER IND LTD,2016,DEAD,0,1,PNEUMATIC TIRE,
US20170326917A1,HANKOOK TIRE CO LTD,2016,DEAD,0,1,Pneumatic Tire Having Structure of Dual Reinforcement Belt Layer,
JPS6350202B2,YOKOHAMA RUBBER CO LTD,1982,DEAD,0,1,PNEUMATIC TYRE [JP58199202A],
US20250242636A1,TOYO TIRE CORP,2024,ALIVE,0,1,PNEUMATIC TIRE,
WO2017103478A1,MICHELIN & CIE,2015,DEAD,0,1,TYRE CROWN FOR HEAVY GOODS VEHICLE OF THE CIVIL ENGINEERING TYPE,
EP0353659A2,SP REIFENWERKE GMBH,1988,DEAD,0,1,Radial tyre and method manufacturing same.,
US20210316573A1,BRIDGESTONE AMERICAS TIRE OPERATIONS LLC,2018,ALIVE,0,1,TIRE HAVING CIRCUMFERENTIAL TREAD WITH REINFORCED RIBS,
WO2021124186A1,BRIDGESTONE EUROPE NVSA,2019,DEAD,0,1,TYRE WITH BELT PACKAGE REINFORCEMENT ELEMENT,
FR2924978A1,MICHELIN RESEARCH & TECHNOLOGY CO LTD,2007,ALIVE,0,1,ALLEGE PNEUMATIC COMPRISING A NON-RADIAL CARCASS STRUCTURE,
EP3351406A2,SUMITOMO RUBBER IND LTD,2017,ALIVE,0,1,PNEUMATIC TIRE,
FR2930194A1,MICHELIN RESEARCH & TECHNOLOGY CO LTD,2008,DEAD,0,1,WITH THE TOP TIRE COMPRISING A LAYER OF RUBBER MIXTURE HAS VERY HIGH MODULUS.,
CN107901708A,ANHUI GITI RADIAL TIRE CO LTD,2017,DEAD,0,1,Tyre structure capable of reducing noise and having good high speed performance,The invention aims to provide a solution that simultaneously reduces noise while maintaining high-speed performance and other critical tire properties such as drainage and wear resistance.
US20050048857A1,TERSCHUEREN WALTER,2003,DEAD,0,1,Apparatus and process for making tape useful as a tire cap ply from greige fabric,
US9365079B2,SUMITOMO RUBBER IND LTD,2013,DEAD,0,1,Radial tire for motorcycle,"This results in improved handling stability, better ride comfort, and longer tire lifespan."
CN112810386A,"SHANDONG LINGLONG TYRE CO LTD (YANTAI CITY, CN)",2021,ALIVE,0,1,High-temperature-resistant antioxidation trailer tire,
US20170274707A1,SUMITOMO RUBBER IND LTD,2016,ALIVE,0,1,PNEUMATIC TIRE AND METHOD FOR MANUFACTURING PNEUMATIC TIRE,
US20190255886A1,SUMITOMO RUBBER IND LTD,2018,DEAD,0,1,PNEUMATIC TIRE,
JPS5984606A,THE GOODYEAR TIRE & RUBBER CO,1982,DEAD,0,1,RADIAL TIRE,
FR2740078A1,MICHELIN & CIE,1995,DEAD,0,1,CROWN REINFORCEMENT FOR A TIRE OF UNDERGROUND,
GB1215394A,CONTINENTAL GUMMI WERKE AG,1967,DEAD,0,1,IMPROVEMENTS IN OR RELATING TO PNEUMATIC VEHICLE TYRES,
DE69320178T2,BRIDGESTONE CORP,1992,DEAD,0,1,RADIAL TIRE,
GB874292A,PIRELLI SPA,1957,DEAD,0,1,Improvements in or relating to pneumatic tyres,
EP4748589A1,SUMITOMO RUBBER IND LTD,2024,ALIVE,0,1,HEAVY-DUTY TIRE,
KR20010075488A,MICHELIN RECHERCHE ET TECHNIQUES SA,1998,DEAD,0,1,Radial Tyre Breaker Reinforcement,
EP0016686A1,PNEUMATIQUES CAOUTCHOUC MFG,1979,DEAD,0,1,Vehicle tyre.,
EP2777949A2,SUMITOMO RUBBER IND LTD,2013,ALIVE,0,1,Pneumatic tire,
CA1214096A,THE GOODYEAR TIRE & RUBBER CO,1982,DEAD,0,1,RADIAL TIRES AND A BELT STRUCTURE THEREFOR,
US5370167A,YOKOHAMA RUBBER CO LTD,1991,DEAD,0,1,Pneumatic radial tire for passenger car,
GB1248439A,MANUFACTURA NAC DE BORRACHA S,1968,DEAD,0,1,IMPROVEMENTS IN OR RELATING TO PNEUMATIC TYRES,
JPS58149802A,YOKOHAMA RUBBER CO LTD,1982,DEAD,0,1,PNEUMATIC TIRE,
KR101048781B1,HANKOOK TIRE CO LTD,2008,DEAD,0,1,Pneumatic tire,
CN109789734A,"COMPAGNIE GENERALE DES ETABLISSEMENTS MICHELIN FRANCE CORP (CLERMONT-FERRAND, FR)",2016,ALIVE,0,1,TYRE HAVING AN OPTIMISED ARCHITECTURE,
JPS6280101A,BRIDGESTONE CORP,1985,DEAD,0,1,FLAT PNEUMATIC RADIAL TIRE,
DE3615426A1,CONTINENTAL GUMMI WERKE AG,1986,DEAD,0,1,Pneumatic vehicle tyre,
JP2020066387A,YOKOHAMA RUBBER CO LTD,2018,ALIVE,0,1,PNEUMATIC TIRE,"Traditional tires often suffer from high rolling resistance due to poor rubber composition and insufficient wear resistance, leading to reduced efficiency and increased energy consumption."
US3712362A,ALDERFER S,1970,DEAD,0,1,A PNEUMATIC TIRE WITHOUT BEAD REINFORCEMENT RINGS,
CN113242799A,"COMPAGNIE GENERALE DES ETABLISSEMENTS MICHELIN FRANCE CORP (CLERMONT-FERRAND, FR)",2018,ALIVE,0,1,OPTIMIZED TYRE FOR A VAN,The invention aims to optimize the tire's design to improve these key performance metrics without compromising other essential functions such as wear resistance and structural integrity.
WO2020175627A1,BRIDGESTONE CORP,2019,DEAD,0,1,RUN-FLAT TIRE,
DE102016220028A1,CONTINENTAL REIFEN DEUTSCHLAND GMBH,2016,DEAD,0,1,Vehicle tires,
KR20220046208A,NEXEN TIRE CORP,2020,ALIVE,0,1,TIRE WITH GENERATOR USING STATIC ELECTRICITY,
CA2207520A1,THE GOODYEAR TIRE & RUBBER CO,1997,DEAD,0,1,BELT REINFORCING ASSEMBLY FOR A PNEUMATIC TIRE,
WO2020193358A1,MICHELIN & CIE,2019,DEAD,0,1,TYRE WITH WORKING LAYERS COMPRISING AN OPTIMISED ARCHITECTURE AND TREAD DESIGN,
FR2842142A1,MICHELIN RESEARCH & TECHNOLOGY CO LTD,2002,DEAD,0,1,PNEUMATIC TIRE FOR HEAVY VEHICLES,
WO2018020164A1,MICHELIN & CIE,2016,DEAD,0,1,TYRE TYPE DEVICE FOR VEHICLE,
JPS62273837A,YOKOHAMA RUBBER CO LTD,1986,DEAD,0,1,PNEUMATIC RADIAL TIRE FOR PASSENGER CAR,
WO2016202702A1,MICHELIN & CIE,2015,DEAD,0,1,PNEUMATIC TIRE HAVING A CROWN THAT COMPRISES A REINFORCEMENT PLY AND A HIGH-TRACTION TREAD,
DE3426511C2,BRIDGESTONE CORP,1983,DEAD,0,1,Pneumatic belted tires [US4589461A],
KR20080051661A,HANKOOK TIRE CO LTD,2006,DEAD,0,1,PNEUMATIC VEHICLE TIRE,
DE2807226A1,PNEUMATIQUES CAOUTCHOUC MFG,1977,DEAD,0,1,Vehicle tires,
CN105026187A,"COMPAGNIE GENERALE DES ETABLISSEMENTS MICHELIN FRANCE CORP (CLERMONT-FERRAND, FR)",2013,DEAD,0,1,Self-sealing tyre comprising additional sidewall reinforcement,
CN105026186A,"COMPAGNIE GENERALE DES ETABLISSEMENTS MICHELIN FRANCE CORP (CLERMONT-FERRAND, FR)",2013,DEAD,0,1,Self-sealing tyre comprising an additional sidewall reinforcement,
WO2013098735A1,PIRELLI SPA,2011,DEAD,0,1,TYRE FOR MOTORCYCLES,
KR20170085601A,YOKOHAMA RUBBER CO LTD,2015,ALIVE,0,1,PNEUMATIC RADIAL TIRE,
KR20190003205A,KOLON CO LTD,2017,DEAD,0,1,RUBBER REINFORCING MATERIAL CAPABLE OF REDUCING WEIGHT OF TIRE METHOD OF PREPARING THE SAME AND TIRE COMPRISING THE SAME,
US20120267027A1,CONTINENTAL REIFEN DEUTSCHLAND GMBH,2010,DEAD,0,1,PNEUMATIC VEHICLE TIRE,
KR20010090127A,KUMHO IND CO LTD,2000,DEAD,0,1,Method for Forming Endless Capply of Tire,"This approach is particularly effective in reducing the risk of wear and tear, ensuring longer-lasting tire life, and maintaining optimal tire performance under various conditions."
WO2018020163A1,MICHELIN & CIE,2016,DEAD,0,1,TYRE TYPE DEVICE FOR VEHICLE,
JP2024062296A,BRIDGESTONE CORP,2022,ALIVE,0,1,"TIRE HALF BODY, TIRE, TIRE HALF BODY MANUFACTURING METHOD, AND TIRE MANUFACTURING METHOD",
FR2744954A1,MICHELIN & CIE,1996,DEAD,0,1,"CROWN REINFORCEMENT FOR A TIRE ""HEAVY""",
KR20200124342A,HANKOOK TIRE & TECH CO LTD,2019,ALIVE,0,1,TIRE FOR VEHICLE PERFORMANCE IMPROVEMENT,
FR3042740A1,MICHELIN & CIE,2015,ALIVE,0,1,TIRE HAS THE WORKING LAYERS COMPRISING MONOFILAMENTS AND HAS GROOVED TREAD,
WO2016051651A1,BRIDGESTONE CORP,2014,DEAD,0,1,RUN-FLAT TIRE,
DE1214561B,CONTINENTAL GUMMI WERKE AG,1963,DEAD,0,1,Pneumatic vehicle tires,
CN111845211A,"SHANDONG LINGLONG TYRE CO LTD (YANTAI CITY, CN)",2020,DEAD,0,1,Tire,
WO2021215092A1,SUMITOMO RUBBER IND LTD,2020,DEAD,0,1,TIRE CORD AND TIRE,
US20170113491A1,SUMITOMO RUBBER IND LTD,2015,ALIVE,0,1,AIRLESS TIRE,
EP0551829A1,THE GOODYEAR TIRE & RUBBER CO,1992,DEAD,0,1,Bonding agent for wirecoat/belt compounds.,
